tag,patterns,response,patterns_cleaned,patterns_french,patterns_spanish,patterns_dutch
Excited,This is going to exceed all my expectations!  ,"My Diary,Arcade",This is going to exceed all my expectations  ,Cela va dépasser toutes mes attentes,Esto superará todas mis expectativas.,Dit gaat al mijn verwachtingen overtreffen
Excited,I’m ecstatic about what’s coming up!  ,"My Diary,Arcade",I’m ecstatic about what’s coming up  ,Je suis ravi de ce qui va arriver,Estoy entusiasmado por lo que viene,Ik ben enthousiast over wat er gaat komen
Excited,I feel like I’m on cloud nine just thinking about it!  ,"My Diary,Arcade",I feel like I’m on cloud nine just thinking about it  ,J'ai l'impression d'être sur un petit nuage rien qu'en y pensant,Me siento como si estuviera en una nube con solo pensarlo.,Ik voel me alsof ik op een roze wolk zit als ik er alleen maar aan denk
Excited,This is the moment I’ve been waiting for!  ,"My Diary,Arcade",This is the moment I have been waiting for  ,C'est le moment que j'attendais,Este es el momento que he estado esperando,Dit is het moment waar ik op heb gewacht
Excited,I can’t contain my excitement any longer!  ,"My Diary,Arcade",I cannot contain my excitement any longer  ,Je ne peux plus contenir mon excitation,Ya no puedo contener mi emoción por más tiempo,Ik kan mijn opwinding niet langer bedwingen
Excited,This is the best thing that’s ever happened to me!  ,"My Diary,Arcade",This is the best thing that’s ever happened to me  ,C'est la meilleure chose qui me soit arrivée,Esto es lo mejor que me ha pasado en la vida,Dit is het beste wat mij ooit is overkomen
Excited,I’m absolutely over the moon about this!  ,"My Diary,Arcade",I’m absolutely over the moon about this  ,Je suis absolument ravi de cela,Estoy absolutamente encantado con esto.,Ik ben hier absoluut dolgelukkig mee
Excited,I feel like the luckiest person in the world right now!  ,"My Diary,Arcade",I feel like the luckiest person in the world right now  ,Je me sens comme la personne la plus chanceuse du monde en ce moment,Me siento la persona más afortunada del mundo en este momento.,Ik voel me op dit moment de gelukkigste persoon ter wereld
Excited,I can’t wait for what’s coming next!,"My Diary,Arcade",I cannot wait for what’s coming next,J'ai hâte de voir ce qui va suivre,No puedo esperar a ver lo que viene a continuación.,Ik kan niet wachten op wat er nog gaat komen
Excited,I feel like a kid again!,"My Diary,Arcade",I feel like a kid again,Je me sens à nouveau comme un enfant,Me siento como un niño otra vez,Ik voel me weer als een kind
Excited,I’m totally pumped for this!,"My Diary,Arcade",I’m totally pumped for this,Je suis totalement excité pour ça,Estoy totalmente entusiasmado por esto,Ik ben hier helemaal enthousiast over
Excited,I’m bursting with excitement!,"My Diary,Arcade",I’m bursting with excitement,Je déborde d’excitation,Estoy lleno de emoción,Ik barst van opwinding
Excited,I can’t believe how excited I am!,"My Diary,Arcade",I cannot believe how excited I am,Je ne peux pas croire à quel point je suis excité,No puedo creer lo emocionado que estoy,Ik kan niet geloven hoe opgewonden ik ben
Excited,I feel like I’m on cloud nine!,"My Diary,Arcade",I feel like I’m on cloud nine,Je me sens comme sur un nuage,Me siento como si estuviera en una nube,Ik voel me alsof ik op wolk negen ben
Excited,I’m so ready for this adventure!,"My Diary,Arcade",I’m so ready for this adventure,Je suis tellement prête pour cette aventure,Estoy tan lista para esta aventura,Ik ben zo klaar voor dit avontuur
Excited,I’m practically jumping with joy!,"My Diary,Arcade",I’m practically jumping with joy,Je saute pratiquement de joie,Estoy prácticamente saltando de alegría.,Ik spring bijna van vreugde
Excited,I can’t wait to see how it all turns out!,"My Diary,Arcade",I cannot wait to see how it all turns out,J'ai hâte de voir comment tout cela va se passer.,No puedo esperar a ver cómo resulta todo.,Ik kan niet wachten om te zien hoe het allemaal zal aflopen
Excited,I feel like I’m living in a dream!,"My Diary,Arcade",I feel like I’m living in a dream,J'ai l'impression de vivre dans un rêve,Me siento como si estuviera viviendo un sueño.,Ik heb het gevoel dat ik in een droom leef
Excited,I’m beyond thrilled about this!,"My Diary,Arcade",I’m beyond thrilled about this,Je suis plus qu’enchanté à ce sujet,Estoy más que emocionado por esto,Ik ben hier enorm blij mee
Excited,I’m so excited I can hardly stand it!,"My Diary,Arcade",I’m so excited I can hardly stand it,Je suis tellement excité que je peux à peine le supporter,Estoy tan emocionado que casi no lo soporto,Ik ben zo opgewonden dat ik het bijna niet kan verdragen
Excited,I can’t wait to experience this!,"My Diary,Arcade",I cannot wait to experience this,J'ai hâte de vivre cette expérience,No puedo esperar para experimentar esto.,Ik kan niet wachten om dit te ervaren
Excited,This is going to be epic and more!,"My Diary,Arcade",This is going to be epic and more,Cela va être épique et plus encore,Esto va a ser épico y más.,Dit gaat episch worden en meer
Excited,I’m just radiating excitement today!,"My Diary,Arcade",I’m just radiating excitement today,Je rayonne d’excitation aujourd’hui,Hoy simplemente estoy irradiando emoción.,Ik straal vandaag gewoon opwinding uit
Excited,I’m feeling all kinds of giddy!,"My Diary,Arcade",I’m feeling all kinds of giddy,Je me sens tout étourdi,Me siento mareado de todo tipo,Ik voel me helemaal duizelig
Excited,This is going to be a blast!,"My Diary,Arcade",This is going to be a blast,Ça va être génial,Esto va a ser una explosión,Dit gaat een knal worden
Excited,I’m so pumped for the future!,"My Diary,Arcade",I’m so pumped for the future,Je suis tellement excité pour l’avenir,Estoy muy entusiasmado por el futuro.,Ik ben zo enthousiast over de toekomst
Excited,I feel like I’m on top of the world!,"My Diary,Arcade",I feel like I’m on top of the world,J'ai l'impression d'être au sommet du monde,Me siento como si estuviera en la cima del mundo.,Ik voel me alsof ik op de top van de wereld sta
Excited,I can’t wait to dive right in!,"My Diary,Arcade",I cannot wait to dive right in,J'ai hâte de plonger dedans,No puedo esperar para sumergirme de lleno en ello.,Ik kan niet wachten om er meteen in te duiken
Excited,This is going to be amazing beyond words!,"My Diary,Arcade",This is going to be amazing beyond words,Cela va être incroyable au-delà des mots,Esto va a ser increíble más allá de las palabras.,Dit gaat onbeschrijfelijk geweldig zijn
Excited,I’m counting the hours until it happens!,"My Diary,Arcade",I’m counting the hours until it happens,Je compte les heures jusqu'à ce que cela arrive,Estoy contando las horas hasta que suceda,Ik tel de uren totdat het gebeurt
Excited,I feel like everything’s falling into place.,"My Diary,Arcade",I feel like everything’s falling into place,J'ai l'impression que tout se met en place,Siento que todo está tomando forma,Ik heb het gevoel dat alles op zijn plaats valt
Excited,This is going to be incredible!,"My Diary,Arcade",This is going to be incredible,Cela va être incroyable,Esto va a ser increíble,Dit gaat ongelooflijk worden
Excited,I’m so excited I could burst!,"My Diary,Arcade",I’m so excited I could burst,Je suis tellement excité que je pourrais éclater,Estoy tan emocionado que podría estallar,Ik ben zo opgewonden dat ik zou kunnen barsten
Excited,I can’t wait to make some memories!,"My Diary,Arcade",I cannot wait to make some memories,J'ai hâte de créer des souvenirs,No puedo esperar para crear algunos recuerdos.,Ik kan niet wachten om wat herinneringen te maken
Excited,I feel like I’m in a bubble of joy.,"My Diary,Arcade",I feel like I’m in a bubble of joy,Je me sens comme dans une bulle de joie,Me siento como si estuviera en una burbuja de alegría.,Ik voel me alsof ik in een bubbel van vreugde zit
Excited,This is just the beginning of something great!,"My Diary,Arcade",This is just the beginning of something great,Ce n'est que le début de quelque chose de grand,Esto es solo el comienzo de algo grandioso.,Dit is nog maar het begin van iets groots
Excited,I’m ready to take on the world!,"My Diary,Arcade",I’m ready to take on the world,Je suis prêt à conquérir le monde,Estoy listo para conquistar el mundo,Ik ben klaar om de wereld te veroveren
Excited,I can’t wait to see what’s next!,"My Diary,Arcade",I cannot wait to see what’s next,J’ai hâte de voir la suite,No puedo esperar a ver qué sigue,Ik kan niet wachten om te zien wat er hierna komt
Excited,This is going to be a game-changer!,"My Diary,Arcade",This is going to be a game-changer,Cela va changer la donne,Esto va a cambiar las reglas del juego,Dit gaat een game-changer worden
Excited,I’m on fire with excitement!,"My Diary,Arcade",I’m on fire with excitement,Je suis en feu d’excitation,Estoy ardiendo de emoción,Ik ben in vuur en vlam van opwinding
Excited,I can’t wait to see how it all unfolds.,"My Diary,Arcade",I cannot wait to see how it all unfolds,J'ai hâte de voir comment tout cela va se dérouler,No puedo esperar a ver cómo se desarrolla todo.,Ik kan niet wachten om te zien hoe het allemaal zal aflopen
Excited,This is going to be a highlight!,"My Diary,Arcade",This is going to be a highlight,Cela va être un moment fort,Esto va a ser un momento destacado,Dit gaat een hoogtepunt worden
Excited,I’m so excited I could scream!,"My Diary,Arcade",I’m so excited I could scream,Je suis tellement excité que je pourrais crier,Estoy tan emocionado que podría gritar,Ik ben zo opgewonden dat ik zou kunnen schreeuwen
Excited,I feel like everything’s falling into place perfectly.,"My Diary,Arcade",I feel like everything’s falling into place perfectly,J'ai l'impression que tout se met parfaitement en place,Siento que todo está encajando perfectamente.,Ik heb het gevoel dat alles perfect op zijn plaats valt
Excited,This is going to be an adventure of a lifetime!,"My Diary,Arcade",This is going to be an adventure of a lifetime,Cela va être une aventure unique dans une vie,Esta será una aventura única en la vida.,Dit wordt een avontuur voor het leven
Excited,I’m filled with so much positive energy!,"My Diary,Arcade",I’m filled with so much positive energy,Je suis rempli de tellement d’énergie positive,Estoy lleno de tanta energía positiva.,Ik ben vervuld van zoveel positieve energie
Excited,I can’t wait to embrace this journey!,"My Diary,Arcade",I cannot wait to embrace this journey,J'ai hâte d'entreprendre ce voyage,No puedo esperar para emprender este viaje.,Ik kan niet wachten om deze reis te beginnen
Excited,I’m counting down the minutes until it starts!,"My Diary,Arcade",I’m counting down the minutes until it starts,Je compte les minutes jusqu'à ce que ça commence,Estoy contando los minutos hasta que empiece,Ik tel de minuten af ​​tot het begint
Excited,I feel like I’m on the verge of something amazing.,"My Diary,Arcade",I feel like I’m on the verge of something amazing,J'ai l'impression d'être sur le point de réaliser quelque chose d'incroyable,Me siento como si estuviera al borde de algo increíble.,Ik heb het gevoel dat ik op de drempel sta van iets geweldigs
Excited,This is going to be unforgettable and more!,"My Diary,Arcade",This is going to be unforgettable and more,Cela va être inoubliable et plus encore,Esto va a ser inolvidable y más.,Dit gaat onvergetelijk worden en meer
Excited,I can’t wait to make the most of this!,"My Diary,Arcade",I cannot wait to make the most of this,J'ai hâte d'en profiter au maximum,No puedo esperar para aprovechar esto al máximo.,Ik kan niet wachten om hier optimaal van te genieten
Excited,I’m ready to seize the day!,"My Diary,Arcade",I’m ready to seize the day,Je suis prêt à saisir la journée,Estoy listo para aprovechar el día,Ik ben klaar om de dag te grijpen
Excited,This is going to be a blast and then some!,"My Diary,Arcade",This is going to be a blast and then some,Ça va être une explosion et bien plus encore,Esto va a ser una maravilla y algo más.,Dit gaat een knal worden en nog wat meer
Excited,I’m so excited to see where this takes me!,"My Diary,Arcade",I’m so excited to see where this takes me,Je suis tellement excité de voir où cela me mène,Estoy muy emocionada de ver a dónde me lleva esto.,Ik ben zo benieuwd waar dit mij naartoe brengt
Sad,I feel down today.,"CallUs,My Diary,Counselling,ChatLine",I feel down today,Je me sens déprimé aujourd'hui,Me siento deprimido hoy,Ik voel me vandaag somber
Sad,I am feeling sad today.,"CallUs,My Diary,Counselling,ChatLine",I am feeling sad today,Je me sens triste aujourd'hui,Me siento triste hoy,Ik voel me vandaag verdrietig
Sad,I am not happy.,"CallUs,My Diary,Counselling,ChatLine",I am not happy,Je ne suis pas content,No estoy feliz,Ik ben niet blij
Sad,I feel sad.,"CallUs,My Diary,Counselling,ChatLine",I feel sad,Je me sens triste,Me siento triste,Ik voel me verdrietig
Sad,"I think, I am sad.","CallUs,My Diary,Counselling,ChatLine","I think, I am sad",Je pense que je suis triste,Creo que estoy triste,"Ik denk, ik ben verdrietig"
