tag,patterns,response,patterns_cleaned,patterns_french,patterns_spanish,patterns_dutch
Happy,I’m in such a good place right now.,"My Diary,Arcade",I’m in such a good place right now,Je suis dans un si bon endroit en ce moment,Estoy en un muy buen lugar ahora mismo,Ik ben nu op zo'n goede plek
Happy,I feel like anything is possible today.,"My Diary,Arcade",I feel like anything is possible today,J'ai l'impression que tout est possible aujourd'hui,Siento que todo es posible hoy en día.,Ik heb het gevoel dat vandaag alles mogelijk is
Happy,I’m embracing all the positive vibes.,"My Diary,Arcade",I’m embracing all the positive vibes,J'accepte toutes les ondes positives,Estoy abrazando todas las vibras positivas.,Ik omarm alle positieve vibes
Happy,I feel so fulfilled and satisfied.,"My Diary,Arcade",I feel so fulfilled and satisfied,Je me sens tellement épanouie et satisfaite,Me siento tan realizada y satisfecha,Ik voel me zo vervuld en tevreden
Happy,I’m loving everything about today.,"My Diary,Arcade",I’m loving everything about today,J'aime tout ce qui se passe aujourd'hui,Me encanta todo lo del día de hoy,Ik vind alles aan vandaag geweldig
Happy,I feel like I can do anything today.,"My Diary,Arcade",I feel like I can do anything today,J'ai l'impression que je peux tout faire aujourd'hui,Siento que puedo hacer cualquier cosa hoy.,Ik heb het gevoel dat ik vandaag alles kan doen
Happy,I’m radiating positivity wherever I go.,"My Diary,Arcade",I’m radiating positivity wherever I go,Je rayonne de positivité partout où je vais,Irradio positividad dondequiera que voy,Ik straal positiviteit uit waar ik ook ga
Happy,I feel so full of life and energy.,"My Diary,Arcade",I feel so full of life and energy,Je me sens tellement pleine de vie et d'énergie,Me siento tan llena de vida y energía.,Ik voel me zo vol leven en energie
Happy,I’m loving the way things are going.,"My Diary,Arcade",I’m loving the way things are going,J’aime la façon dont les choses se passent,Me encanta cómo van las cosas,Ik vind het geweldig hoe de dingen gaan
Happy,I feel so grateful for all the little things.,"My Diary,Arcade",I feel so grateful for all the little things,Je me sens tellement reconnaissant pour toutes les petites choses,Me siento tan agradecida por todas las pequeñas cosas.,Ik ben zo dankbaar voor alle kleine dingen
Happy,I’m in such a great mood today.,"My Diary,Arcade",I’m in such a great mood today,Je suis de très bonne humeur aujourd’hui,Estoy de muy buen humor hoy,Ik ben vandaag in zo'n goed humeur
Happy,I feel like everything is aligning perfectly.,"My Diary,Arcade",I feel like everything is aligning perfectly,J'ai l'impression que tout s'aligne parfaitement,Siento que todo se está alineando perfectamente.,Ik heb het gevoel dat alles perfect op zijn plaats valt
Happy,I’m embracing all the good things today.,"My Diary,Arcade",I’m embracing all the good things today,J'accepte toutes les bonnes choses aujourd'hui,Hoy estoy abrazando todas las cosas buenas.,Ik omarm vandaag alle goede dingen
Happy,I feel so alive and full of potential.,"My Diary,Arcade",I feel so alive and full of potential,Je me sens tellement vivant et plein de potentiel,Me siento tan viva y llena de potencial.,Ik voel me zo levend en vol potentieel
Happy,I’m feeling so inspired today.,"My Diary,Arcade",I’m feeling so inspired today,Je me sens tellement inspiré aujourd’hui,Me siento muy inspirado hoy,Ik voel me vandaag zo geïnspireerd
Happy,I feel so happy and carefree.,"My Diary,Arcade",I feel so happy and carefree,Je me sens si heureux et insouciant,Me siento tan feliz y despreocupada,Ik voel me zo gelukkig en zorgeloos
Happy,I’m so grateful for today’s simple pleasures.,"My Diary,Arcade",I’m so grateful for today’s simple pleasures,Je suis tellement reconnaissant pour les plaisirs simples d’aujourd’hui,Estoy muy agradecido por los placeres simples de hoy.,Ik ben zo dankbaar voor de simpele genoegens van vandaag
Happy,I feel like I’m living my dream life.,"My Diary,Arcade",I feel like I’m living my dream life,J'ai l'impression de vivre la vie de mes rêves,Siento que estoy viviendo la vida de mis sueños.,Ik heb het gevoel dat ik mijn droomleven leef
Happy,I feel so connected to my surroundings.,"My Diary,Arcade",I feel so connected to my surroundings,Je me sens tellement connecté à mon environnement,Me siento tan conectado con mi entorno.,Ik voel me zo verbonden met mijn omgeving
Happy,I’m embracing every happy moment.,"My Diary,Arcade",I’m embracing every happy moment,Je profite de chaque moment heureux,Estoy abrazando cada momento feliz,Ik omarm elk gelukkig moment
Happy,I feel so fulfilled and content.,"My Diary,Arcade",I feel so fulfilled and content,Je me sens tellement épanouie et contente,Me siento tan realizada y contenta,Ik voel me zo vervuld en tevreden
Happy,I’m loving the way life is unfolding.,"My Diary,Arcade",I’m loving the way life is unfolding,J’aime la façon dont la vie se déroule,Me encanta cómo se desarrolla la vida.,Ik geniet van de manier waarop het leven zich ontvouwt
Happy,I feel so at peace with everything.,"My Diary,Arcade",I feel so at peace with everything,Je me sens tellement en paix avec tout,Me siento tan en paz con todo.,Ik voel me zo in vrede met alles
Happy,I’m embracing the good vibes today.,"My Diary,Arcade",I’m embracing the good vibes today,J'apprécie les bonnes vibrations aujourd'hui,Hoy estoy abrazando las buenas vibras,Ik omarm de goede vibes vandaag
Happy,I feel so happy with every little thing.,"My Diary,Arcade",I feel so happy with every little thing,Je me sens si heureuse avec chaque petite chose,Me siento tan feliz con cada pequeña cosa.,Ik voel me zo gelukkig met elk klein dingetje
Happy,I’m in a great place mentally and emotionally.,"My Diary,Arcade",I’m in a great place mentally and emotionally,Je suis dans un très bon état mental et émotionnel,Estoy en un gran lugar mental y emocionalmente.,Ik ben mentaal en emotioneel in een geweldige staat
Happy,I feel like everything is going perfectly.,"My Diary,Arcade",I feel like everything is going perfectly,J'ai l'impression que tout se passe parfaitement,Siento que todo va perfecto,Ik heb het gevoel dat alles perfect verloopt
Happy,I’m embracing the joy in every moment.,"My Diary,Arcade",I’m embracing the joy in every moment,J'apprécie la joie à chaque instant,Estoy abrazando la alegría en cada momento.,Ik omarm de vreugde in elk moment
Happy,I feel so alive and vibrant today.,"My Diary,Arcade",I feel so alive and vibrant today,Je me sens tellement vivant et dynamique aujourd'hui,Me siento tan viva y vibrante hoy.,Ik voel me vandaag zo levendig en levendig
Happy,I’m loving the way things are happening.,"My Diary,Arcade",I’m loving the way things are happening,J'aime la façon dont les choses se passent,Me encanta la forma en que están sucediendo las cosas.,Ik vind het geweldig hoe de dingen gebeuren
Happy,I feel so blessed with today.,"My Diary,Arcade",I feel so blessed with today,Je me sens tellement béni aujourd'hui,Me siento muy bendecida con el día de hoy.,Ik voel me zo gezegend met vandaag
Happy,I feel like life is just so good right now.,"My Diary,Arcade",I feel like life is just so good right now,J'ai l'impression que la vie est tellement belle en ce moment,Siento que la vida es tan buena ahora mismo.,Ik heb het gevoel dat het leven nu gewoon zo goed is
Happy,I feel so fulfilled with today’s little moments.,"My Diary,Arcade",I feel so fulfilled with today’s little moments,Je me sens tellement épanouie avec les petits moments d’aujourd’hui,Me siento tan realizada con los pequeños momentos de hoy.,Ik voel me zo vervuld met de kleine momenten van vandaag
Happy,I’m embracing the happy vibes today.,"My Diary,Arcade",I’m embracing the happy vibes today,J'embrasse les vibrations heureuses aujourd'hui,Hoy estoy abrazando las vibras felices.,Ik omarm de vrolijke vibes vandaag
Happy,I feel so at ease and content today.,"My Diary,Arcade",I feel so at ease and content today,Je me sens tellement à l'aise et satisfait aujourd'hui,Me siento muy a gusto y contento hoy.,Ik voel me vandaag zo op mijn gemak en tevreden
Happy,I feel so at peace with everything around me.,"My Diary,Arcade",I feel so at peace with everything around me,Je me sens tellement en paix avec tout ce qui m'entoure,Me siento tan en paz con todo lo que me rodea.,Ik voel me zo vredig met alles om me heen
Happy,I’m embracing all the positive energy.,"My Diary,Arcade",I’m embracing all the positive energy,J'accepte toute l'énergie positive,Estoy abrazando toda la energía positiva.,Ik omarm alle positieve energie
Happy,I feel so happy with every moment.,"My Diary,Arcade",I feel so happy with every moment,Je me sens si heureux à chaque instant,Me siento tan feliz con cada momento.,Ik voel me zo gelukkig met elk moment
Happy,I’m in such a good place mentally.,"My Diary,Arcade",I’m in such a good place mentally,Je suis dans un si bon état d'esprit,Estoy en un muy buen lugar mentalmente,Ik ben mentaal in zo'n goede staat
Happy,I feel so connected to all the good things in life.,"My Diary,Arcade",I feel so connected to all the good things in life,Je me sens tellement connecté à toutes les bonnes choses de la vie,Me siento tan conectado con todas las cosas buenas de la vida.,Ik voel me zo verbonden met alle goede dingen in het leven
Happy,I’m embracing the joy in every little thing.,"My Diary,Arcade",I’m embracing the joy in every little thing,J'apprécie la joie dans chaque petite chose,Estoy abrazando la alegría en cada pequeña cosa.,Ik omarm de vreugde in elk klein ding
Happy,I’m loving the way things are aligning.,"My Diary,Arcade",I’m loving the way things are aligning,J’aime la façon dont les choses s’alignent,Me encanta la forma en que se están alineando las cosas.,Ik vind het geweldig hoe de dingen zich uitlijnen
Happy,I feel so happy with all the simple pleasures.,"My Diary,Arcade",I feel so happy with all the simple pleasures,Je me sens si heureux avec tous les plaisirs simples,Me siento tan feliz con todos los placeres simples.,Ik voel me zo gelukkig met al die simpele genoegens
Happy,I’m in a great place emotionally and mentally.,"My Diary,Arcade",I’m in a great place emotionally and mentally,Je suis dans une excellente situation émotionnelle et mentale,Estoy en un gran lugar emocional y mentalmente.,Ik ben emotioneel en mentaal in een geweldige staat
Happy,I feel so happy and content with everything.,"My Diary,Arcade",I feel so happy and content with everything,Je me sens si heureux et satisfait de tout,Me siento tan feliz y contenta con todo.,Ik voel me zo gelukkig en tevreden met alles
Happy,I’m loving the way life is flowing.,"My Diary,Arcade",I’m loving the way life is flowing,J’aime la façon dont la vie s’écoule,Me encanta la forma en que fluye la vida.,Ik hou van de manier waarop het leven stroomt
Happy,I feel so full of life and energy today.,"My Diary,Arcade",I feel so full of life and energy today,Je me sens tellement pleine de vie et d'énergie aujourd'hui,Me siento tan lleno de vida y energía hoy.,Ik voel me vandaag zo vol leven en energie
Happy,I feel on top of the world today!,"My Diary,Arcade",I feel on top of the world today,Je me sens au sommet du monde aujourd'hui,Hoy me siento en la cima del mundo.,Ik voel me vandaag de koning te rijk
Happy,Everything just seems so perfect!,"My Diary,Arcade",Everything just seems so perfect,Tout semble si parfait,Todo parece tan perfecto,Alles lijkt gewoon zo perfect
Happy,I’m feeling so cheerful and light-hearted.,"My Diary,Arcade",I’m feeling so cheerful and light-hearted,Je me sens si joyeux et léger,Me siento muy alegre y despreocupada,Ik voel me zo vrolijk en opgewekt
Happy,Today is a great day to be alive.,"My Diary,Arcade",Today is a great day to be alive,Aujourd'hui est un grand jour pour être en vie,Hoy es un gran día para estar vivo.,Vandaag is een geweldige dag om te leven
Happy,This day is filled with joy.,"My Diary,Arcade",This day is filled with joy,Cette journée est remplie de joie,Este día está lleno de alegría.,Deze dag is gevuld met vreugde
Happy,My heart feels so full today.,"My Diary,Arcade",My heart feels so full today,Mon cœur est si plein aujourd'hui,Mi corazón se siente tan lleno hoy,Mijn hart voelt vandaag zo vol
Happy,I feel so content with everything.,"My Diary,Arcade",I feel so content with everything,Je me sens tellement satisfait de tout,Me siento tan contenta con todo,Ik voel me zo tevreden met alles
Happy,I’m enjoying every little moment.,"My Diary,Arcade",I’m enjoying every little moment,Je profite de chaque petit moment,Estoy disfrutando cada pequeño momento,Ik geniet van elk klein moment
Happy,Everything feels right today.,"My Diary,Arcade",Everything feels right today,Tout semble aller bien aujourd'hui,Todo se siente bien hoy,Vandaag voelt alles goed
Happy,I’m dancing with joy.,"My Diary,Arcade",I’m dancing with joy,Je danse de joie,Estoy bailando de alegría,Ik dans van vreugde
Happy,I feel so lucky to be me.,"My Diary,Arcade",I feel so lucky to be me,Je me sens tellement chanceuse d'être moi,Me siento muy afortunada de ser yo,Ik voel me zo gelukkig dat ik mezelf ben
Happy,This is the best feeling ever!,"My Diary,Arcade",This is the best feeling ever,C'est le meilleur sentiment qui soit,Esta es la mejor sensación que jamás haya existido,Dit is het beste gevoel ooit
